event_id,user_id,event_type,timestamp,page_views,session_duration,purchase_amount
EVT_031739,3234,add_to_cart,2024-03-08 00:00:00,12,3190,0
EVT_031740,2873,click,2024-12-25 19:46:43,1,1094,0
EVT_031741,210,purchase,2024-04-25 00:00:00,17,1258,208.55
EVT_031742,7992,add_to_cart,2024-07-20 00:00:00,3,2601,0
EVT_031743,4792,add_to_cart,2024-12-31 07:24:29,9,2154,0
EVT_031744,138,add_to_cart,2024-12-02 13:07:09,11,2100,0
EVT_031745,5593,purchase,2024-02-16 00:00:00,5,2163,375.55
EVT_031746,3711,add_to_cart,2024-12-02 17:26:16,9,1036,0
EVT_031747,6807,click,2024-12-25 07:17:42,6,331,0
EVT_031748,3443,add_to_cart,2024-12-25 21:37:16,6,2522,0
EVT_031749,5028,view,2024-12-25 03:29:34,4,3459,0
EVT_031750,1389,view,2024-03-24 00:00:00,11,3006,0
EVT_031751,3637,purchase,2024-11-29 12:06:49,8,2908,499.42
EVT_031752,6506,add_to_cart,2024-10-22 00:00:00,16,1067,0
EVT_031753,7005,view,2024-12-31 06:10:30,20,854,0
EVT_031754,985,click,2024-09-25 00:00:00,19,2838,0
EVT_031755,81,view,2024-03-25 00:00:00,4,3244,0
EVT_031756,4914,view,2024-02-07 00:00:00,12,3331,0
EVT_031757,8078,purchase,2024-12-25 14:30:20,14,606,23.44
EVT_031758,3890,view,2024-06-15 00:00:00,1,1486,0
EVT_031759,2367,add_to_cart,2024-12-02 23:06:52,13,3047,0
EVT_031760,9596,click,2024-12-02 08:01:05,18,1420,0
EVT_031761,1014,add_to_cart,2024-01-30 00:00:00,19,2380,0
EVT_031762,3927,purchase,2024-08-08 00:00:00,6,3530,184.03
EVT_031763,5890,purchase,2024-01-21 00:00:00,18,301,368.55
EVT_031764,6286,view,2024-11-24 00:00:00,8,1068,0
EVT_031765,695,view,2024-12-02 05:41:15,17,1750,0
EVT_031766,236,click,2024-11-29 19:52:37,15,1651,0
EVT_031767,2503,click,2024-11-29 20:09:20,6,403,0
EVT_031768,9866,add_to_cart,2024-12-25 17:30:20,1,306,0
EVT_031769,6227,click,2024-11-29 03:11:21,4,2864,0
EVT_031770,8533,add_to_cart,2024-11-29 18:22:19,8,256,0
EVT_031771,748,purchase,2024-12-31 19:27:48,4,3370,45.99
EVT_031772,540,click,2024-12-25 06:02:15,10,3443,0
EVT_031773,945,add_to_cart,2024-04-22 00:00:00,7,638,0
EVT_031774,7782,purchase,2024-11-29 21:52:29,6,3530,465.82
EVT_031775,9310,view,2024-07-13 00:00:00,14,1092,0
EVT_031776,137,add_to_cart,2024-11-29 01:15:16,9,315,0
EVT_031777,2712,view,2024-12-02 09:38:24,13,740,0
EVT_031778,2050,purchase,2024-11-29 08:31:56,10,993,413.81
EVT_031779,9144,purchase,2024-12-02 14:50:21,4,408,363.77
EVT_031780,4831,view,2024-12-08 00:00:00,6,2329,0
EVT_031781,6916,view,2024-07-05 00:00:00,5,159,0
EVT_031782,5768,purchase,2024-12-31 13:49:19,7,1713,282.78
EVT_031783,3186,add_to_cart,2024-12-02 14:49:23,17,2980,0
EVT_031784,9530,view,2024-12-25 00:15:23,1,3253,0
EVT_031785,1180,purchase,2024-01-25 00:00:00,20,3193,103.05
EVT_031786,1717,purchase,2024-12-25 06:44:31,9,111,231.97
EVT_031787,9813,purchase,2024-12-02 21:04:40,11,326,157.66
EVT_031788,4397,purchase,2024-09-26 00:00:00,17,2835,240.9
EVT_031789,5695,purchase,2024-12-31 20:16:06,10,3495,88.75
EVT_031790,9729,add_to_cart,2024-12-31 22:21:15,4,2987,0
EVT_031791,4639,add_to_cart,2024-05-02 00:00:00,7,2834,0
EVT_031792,6714,view,2024-10-03 00:00:00,19,181,0
EVT_031793,1848,purchase,2024-10-24 00:00:00,9,3299,328.52
EVT_031794,1482,purchase,2024-08-15 00:00:00,13,1003,157.13
EVT_031795,4709,purchase,2024-04-12 00:00:00,2,162,232.17
EVT_031796,3751,purchase,2024-02-28 00:00:00,12,3414,229.59
EVT_031797,6856,view,2024-12-31 00:35:31,19,940,0
EVT_031798,8716,click,2024-12-14 00:00:00,20,49,0
EVT_031799,6212,purchase,2024-11-29 16:59:35,11,1221,42.58
EVT_031800,8359,click,2024-05-27 00:00:00,11,3488,0
EVT_031801,3688,click,2024-12-01 00:00:00,2,2118,0
EVT_031802,2725,view,2024-11-17 00:00:00,19,1599,0
EVT_031803,2444,purchase,2024-11-01 00:00:00,17,236,66.16
EVT_031804,3625,add_to_cart,2024-12-02 05:17:29,7,557,0
EVT_031805,3971,view,2024-09-29 00:00:00,10,1115,0
EVT_031806,7426,add_to_cart,2024-01-11 00:00:00,9,2157,0
EVT_031807,2242,click,2024-12-02 23:14:27,12,3319,0
EVT_031808,9190,click,2024-12-02 19:08:32,17,2559,0
EVT_031809,5929,view,2024-11-28 00:00:00,14,55,0
EVT_031810,6304,click,2024-04-11 00:00:00,18,1847,0
EVT_031811,7627,add_to_cart,2024-12-02 22:16:45,7,537,0
EVT_031812,6014,click,2024-11-29 21:57:33,2,2494,0
EVT_031813,2573,click,2024-03-08 00:00:00,13,2035,0
EVT_031814,2988,click,2024-08-21 00:00:00,15,2896,0
EVT_031815,7673,purchase,2024-12-25 21:43:07,13,1319,331.76
EVT_031816,9657,click,2024-12-02 06:18:13,7,176,0
EVT_031817,906,purchase,2024-11-29 06:14:04,12,2555,229.27
EVT_031818,8648,purchase,2024-12-25 02:40:52,2,3229,154.22
EVT_031819,2914,view,2024-12-02 22:26:08,1,3015,0
EVT_031820,1633,view,2024-11-27 00:00:00,16,467,0
EVT_031821,1763,view,2024-11-29 20:27:08,18,2699,0
EVT_031822,3331,view,2024-11-29 07:13:08,13,2238,0
EVT_031823,1188,purchase,2024-12-31 13:15:51,13,3184,455.71
EVT_031824,8512,view,2024-03-14 00:00:00,7,839,0
EVT_031825,5768,add_to_cart,2024-01-10 00:00:00,14,2171,0
EVT_031826,6939,add_to_cart,2024-11-07 00:00:00,20,1761,0
EVT_031827,3117,add_to_cart,2024-12-25 20:00:34,7,2708,0
EVT_031828,565,add_to_cart,2024-12-25 17:44:22,17,2539,0
EVT_031829,2309,view,2024-12-25 15:00:48,17,3238,0
EVT_031830,433,click,2024-12-25 18:30:01,17,1041,0
EVT_031831,3417,add_to_cart,2024-02-24 00:00:00,8,2024,0
EVT_031832,8748,add_to_cart,2024-05-12 00:00:00,14,950,0
EVT_031833,3101,add_to_cart,2024-11-29 03:47:39,8,3509,0
EVT_031834,9500,add_to_cart,2024-12-25 14:53:37,15,3036,0
EVT_031835,5073,add_to_cart,2024-11-11 00:00:00,2,2748,0
EVT_031836,4458,view,2024-11-29 14:44:19,9,1771,0
EVT_031837,4479,add_to_cart,2024-12-25 12:36:41,6,1971,0
EVT_031838,8418,purchase,2024-09-01 00:00:00,12,1800,314.43
EVT_031839,8907,add_to_cart,2024-12-31 02:37:16,9,1984,0
EVT_031840,259,add_to_cart,2024-11-29 00:33:42,14,866,0
EVT_031841,2161,add_to_cart,2024-11-29 07:40:10,20,1556,0
EVT_031842,7548,click,2024-10-23 00:00:00,12,921,0
EVT_031843,7751,add_to_cart,2024-10-12 00:00:00,8,2273,0
EVT_031844,6192,add_to_cart,2024-03-28 00:00:00,5,1413,0
EVT_031845,2023,purchase,2024-07-14 00:00:00,9,517,214.26
EVT_031846,1401,click,2024-04-17 00:00:00,15,2237,0
EVT_031847,2001,add_to_cart,2024-12-22 00:00:00,17,152,0
EVT_031848,2943,add_to_cart,2024-12-25 19:14:34,20,2910,0
EVT_031849,3659,click,2024-03-19 00:00:00,19,1720,0
EVT_031850,2039,add_to_cart,2024-12-31 02:08:56,2,1047,0
EVT_031851,9997,purchase,2024-05-10 00:00:00,11,2379,457.65
EVT_031852,627,purchase,2024-12-02 04:44:47,11,3405,488.77
EVT_031853,8789,purchase,2024-12-25 02:39:23,15,2535,455.01
EVT_031854,4711,purchase,2024-05-19 00:00:00,5,2278,326.92
EVT_031855,3807,click,2024-12-31 03:59:10,3,2013,0
EVT_031856,9563,click,2024-11-29 08:05:04,13,2526,0
EVT_031857,985,purchase,2024-12-31 00:16:22,16,2023,119.6
EVT_031858,3644,click,2024-08-12 00:00:00,2,1004,0
EVT_031859,1545,click,2024-12-17 00:00:00,8,158,0
EVT_031860,4943,view,2024-12-31 04:26:05,1,877,0
EVT_031861,8304,purchase,2024-12-02 08:04:20,4,1308,235.73
EVT_031862,7853,purchase,2024-12-02 23:35:34,18,1634,464.38
EVT_031863,8300,view,2024-07-16 00:00:00,14,989,0
EVT_031864,382,purchase,2024-11-29 12:03:05,7,1643,340.96
EVT_031865,3265,click,2024-09-05 00:00:00,3,1038,0
EVT_031866,1153,purchase,2024-05-16 00:00:00,3,1327,451.06
EVT_031867,1709,click,2024-12-31 01:56:41,3,1197,0
EVT_031868,3105,purchase,2024-11-29 13:53:39,5,2799,278.49
EVT_031869,463,add_to_cart,2024-09-13 00:00:00,9,2759,0
EVT_031870,5394,view,2024-12-25 11:29:41,18,3299,0
EVT_031871,3042,purchase,2024-12-25 18:50:49,9,2922,372.88
EVT_031872,5454,view,2024-12-02 01:35:37,17,212,0
EVT_031873,1534,view,2024-12-25 00:51:08,2,1485,0
EVT_031874,7411,purchase,2024-12-31 12:29:51,16,961,97.49
EVT_031875,1467,view,2024-12-31 20:28:25,17,2703,0
EVT_031876,9668,click,2024-12-31 00:09:00,8,1886,0
EVT_031877,8028,purchase,2024-11-29 05:54:01,7,296,258.08
EVT_031878,6988,add_to_cart,2024-04-12 00:00:00,5,173,0
EVT_031879,1659,click,2024-12-31 21:50:48,11,1826,0
EVT_031880,4886,purchase,2024-12-02 06:19:18,11,1562,390.42
EVT_031881,383,add_to_cart,2024-09-17 00:00:00,1,774,0
EVT_031882,8447,add_to_cart,2024-05-16 00:00:00,4,1482,0
EVT_031883,5264,purchase,2024-12-26 00:00:00,17,1855,107.08
EVT_031884,2412,view,2024-06-05 00:00:00,15,1971,0
EVT_031885,8162,view,2024-04-12 00:00:00,12,2681,0
EVT_031886,8843,click,2024-05-01 00:00:00,20,2467,0
EVT_031887,8481,view,2024-02-12 00:00:00,5,1441,0
EVT_031888,2184,view,2024-10-27 00:00:00,11,1640,0
EVT_031889,2787,click,2024-08-30 00:00:00,10,2482,0
EVT_031890,7123,add_to_cart,2024-11-29 10:02:56,1,2965,0
EVT_031891,9064,click,2024-11-29 18:41:20,3,3507,0
EVT_031892,7937,add_to_cart,2024-12-25 21:14:32,13,345,0
EVT_031893,7672,add_to_cart,2024-12-02 02:59:24,11,2374,0
EVT_031894,2337,view,2024-12-25 04:28:53,11,1791,0
EVT_031895,2267,purchase,2024-11-29 17:03:08,3,1064,263.42
EVT_031896,4515,view,2024-11-29 14:53:26,16,2727,0
EVT_031897,7335,purchase,2024-12-28 00:00:00,1,1837,320.64
EVT_031898,2397,add_to_cart,2024-12-31 00:25:39,11,148,0
EVT_031899,6288,view,2024-12-25 10:07:16,5,2801,0
EVT_031900,6999,add_to_cart,2024-08-16 00:00:00,7,2059,0
EVT_031901,2021,purchase,2024-11-29 06:42:21,20,833,465.94
EVT_031902,6380,purchase,2024-12-25 19:35:10,14,1978,371.74
EVT_031903,660,click,2024-12-31 07:56:30,3,3480,0
EVT_031904,9341,purchase,2024-06-27 00:00:00,11,2553,43.94
EVT_031905,5659,view,2024-03-30 00:00:00,10,1836,0
EVT_031906,9720,view,2024-07-08 00:00:00,5,717,0
EVT_031907,5543,purchase,2024-11-29 03:23:13,11,975,415.9
EVT_031908,593,click,2024-11-29 14:14:10,16,1161,0
EVT_031909,6905,view,2024-12-25 09:27:04,7,2087,0
EVT_031910,5217,add_to_cart,2024-07-08 00:00:00,20,1370,0
EVT_031911,2096,click,2024-08-06 00:00:00,4,1470,0
EVT_031912,4472,add_to_cart,2024-12-02 20:57:31,13,2940,0
EVT_031913,3212,purchase,2024-12-25 21:14:54,7,888,446.65
EVT_031914,5074,add_to_cart,2024-11-29 21:32:55,4,3448,0
EVT_031915,288,purchase,2024-06-14 00:00:00,11,1843,164.21
EVT_031916,9854,click,2024-12-02 11:08:07,13,61,0
EVT_031917,6214,add_to_cart,2024-12-25 19:34:03,12,3171,0
EVT_031918,32,purchase,2024-11-29 10:24:32,10,1896,63.87
EVT_031919,1654,add_to_cart,2024-04-17 00:00:00,4,370,0
EVT_031920,9199,view,2024-12-31 02:35:34,4,1622,0
EVT_031921,8944,purchase,2024-03-07 00:00:00,1,1455,44.05
EVT_031922,3060,view,2024-12-25 01:39:26,12,1872,0
EVT_031923,186,add_to_cart,2024-12-25 18:29:02,3,3522,0
EVT_031924,731,click,2024-11-05 00:00:00,17,2249,0
EVT_031925,1972,purchase,2024-12-02 10:27:14,6,2548,227.6
EVT_031926,9245,view,2024-01-16 00:00:00,20,2017,0
EVT_031927,3951,add_to_cart,2024-12-25 12:54:51,20,2623,0
EVT_031928,4994,view,2024-11-29 02:10:36,13,2753,0
EVT_031929,2979,purchase,2024-08-04 00:00:00,12,434,247.49
EVT_031930,6421,view,2024-12-02 07:31:51,10,2135,0
EVT_031931,265,view,2024-06-03 00:00:00,1,410,0
EVT_031932,8442,view,2024-12-31 21:40:20,19,2080,0
EVT_031933,238,view,2024-09-21 00:00:00,16,2272,0
EVT_031934,7945,click,2024-12-31 17:46:59,18,1913,0
EVT_031935,6848,view,2024-11-29 13:09:24,1,2561,0
EVT_031936,9118,click,2024-12-25 08:05:38,16,401,0
EVT_031937,9990,click,2024-03-15 00:00:00,14,3243,0
EVT_031938,1471,view,2024-07-11 00:00:00,12,949,0
EVT_031939,7447,add_to_cart,2024-11-07 00:00:00,15,1375,0
EVT_031940,1265,purchase,2024-12-25 09:45:43,17,900,271.09
EVT_031941,7897,click,2024-12-25 20:44:40,12,3029,0
EVT_031942,9138,add_to_cart,2024-08-17 00:00:00,12,518,0
EVT_031943,6766,purchase,2024-11-29 14:53:45,19,1669,367.14
EVT_031944,4899,click,2024-05-12 00:00:00,2,2311,0
EVT_031945,6225,click,2024-12-25 15:50:10,10,1568,0
EVT_031946,8458,add_to_cart,2024-12-25 08:09:08,14,2771,0
EVT_031947,9847,view,2024-12-31 11:20:37,12,3171,0
EVT_031948,5402,purchase,2024-05-12 00:00:00,4,2401,125.49
EVT_031949,4772,add_to_cart,2024-08-31 00:00:00,2,2167,0
EVT_031950,42,purchase,2024-12-31 21:46:27,17,655,103.8
EVT_031951,4558,view,2024-03-07 00:00:00,15,2338,0
EVT_031952,6656,click,2024-08-29 00:00:00,2,1901,0
EVT_031953,7832,add_to_cart,2024-03-02 00:00:00,20,994,0
EVT_031954,6291,purchase,2024-11-16 00:00:00,12,2013,349.63
EVT_031955,8706,add_to_cart,2024-10-24 00:00:00,17,2997,0
EVT_031956,3521,click,2024-11-29 16:37:13,18,849,0
EVT_031957,8968,view,2024-12-31 23:39:14,16,2177,0
EVT_031958,4068,click,2024-05-18 00:00:00,19,1193,0
EVT_031959,8669,click,2024-10-30 00:00:00,5,2229,0
EVT_031960,2777,click,2024-11-29 04:08:08,18,1760,0
EVT_031961,4375,add_to_cart,2024-11-29 08:00:42,17,853,0
EVT_031962,9180,purchase,2024-11-29 06:29:56,10,3103,378.24
EVT_031963,4510,click,2024-10-22 00:00:00,17,521,0
EVT_031964,9516,purchase,2024-04-12 00:00:00,4,1200,258.23
EVT_031965,5505,add_to_cart,2024-12-02 01:21:56,11,2071,0
EVT_031966,7778,view,2024-11-29 14:20:45,14,1234,0
EVT_031967,226,click,2024-09-02 00:00:00,10,3464,0
EVT_031968,5627,click,2024-11-29 11:13:18,14,2956,0
EVT_031969,3669,purchase,2024-12-25 09:16:35,9,2826,323.88
EVT_031970,3763,purchase,2024-12-02 20:18:41,2,3548,334.79
EVT_031971,7793,purchase,2024-11-29 23:07:57,16,989,224.12
EVT_031972,9910,add_to_cart,2024-07-22 00:00:00,6,2536,0
EVT_031973,9668,view,2024-10-17 00:00:00,11,2281,0
EVT_031974,6041,purchase,2024-06-13 00:00:00,17,2990,443.16
EVT_031975,3558,view,2024-12-02 19:50:16,4,3022,0
EVT_031976,1383,view,2024-10-07 00:00:00,15,2785,0
EVT_031977,5273,view,2024-11-29 01:33:17,2,3022,0
EVT_031978,2209,view,2024-10-25 00:00:00,18,1326,0
EVT_031979,8850,add_to_cart,2024-12-25 10:40:45,8,283,0
EVT_031980,9539,view,2024-12-02 19:29:20,1,41,0
EVT_031981,637,purchase,2024-12-25 23:11:54,13,1874,493.03
EVT_031982,9932,purchase,2024-01-05 00:00:00,11,3595,121.25
EVT_031983,4293,click,2024-12-21 00:00:00,15,2704,0
EVT_031984,3904,view,2024-12-02 14:00:15,15,1864,0
EVT_031985,9628,purchase,2024-12-25 05:11:31,4,1787,468.5
EVT_031986,9310,purchase,2024-03-18 00:00:00,4,424,478.78
EVT_031987,2409,add_to_cart,2024-12-25 16:41:14,17,1800,0
EVT_031988,8019,click,2024-12-02 09:06:51,14,1222,0
EVT_031989,6581,add_to_cart,2024-11-29 06:08:49,20,2072,0
EVT_031990,9860,purchase,2024-12-31 17:46:10,18,1657,365.02
EVT_031991,3200,click,2024-07-16 00:00:00,7,1429,0
EVT_031992,5202,view,2024-12-02 10:03:49,20,966,0
EVT_031993,2991,purchase,2024-12-08 00:00:00,18,2414,25.1
EVT_031994,202,add_to_cart,2024-10-09 00:00:00,9,1462,0
EVT_031995,6419,view,2024-12-31 14:58:07,4,598,0
EVT_031996,2503,purchase,2024-12-02 03:41:17,11,3422,177.52
EVT_031997,6416,view,2024-12-31 19:56:43,13,358,0
EVT_031998,2805,purchase,2024-12-02 09:29:38,2,1808,382.38
EVT_031999,4139,click,2024-07-13 00:00:00,12,332,0
EVT_032000,8394,click,2024-11-15 00:00:00,15,3212,0
EVT_032001,3099,purchase,2024-05-26 00:00:00,13,1192,94.13
EVT_032002,4245,add_to_cart,2024-12-31 00:40:25,10,1696,0
EVT_032003,4457,click,2024-05-06 00:00:00,19,2108,0
EVT_032004,2017,view,2024-02-05 00:00:00,10,412,0
EVT_032005,9368,view,2024-12-25 17:18:41,17,2902,0
EVT_032006,9856,click,2024-12-25 20:50:55,16,384,0
EVT_032007,9590,click,2024-12-31 23:36:39,17,1756,0
EVT_032008,7456,view,2024-11-29 19:16:48,15,207,0
EVT_032009,4908,purchase,2024-12-31 15:01:16,14,221,193.14
EVT_032010,1418,click,2024-02-27 00:00:00,8,206,0
EVT_032011,416,add_to_cart,2024-04-26 00:00:00,2,1597,0
EVT_032012,9211,purchase,2024-11-13 00:00:00,8,332,89.56
EVT_032013,1023,add_to_cart,2024-08-06 00:00:00,1,626,0
EVT_032014,9162,view,2024-12-25 07:54:10,11,3213,0
EVT_032015,9602,add_to_cart,2024-12-02 11:56:00,2,2077,0
EVT_032016,2284,purchase,2024-03-26 00:00:00,14,1678,177.81
EVT_032017,814,add_to_cart,2024-07-08 00:00:00,17,2869,0
EVT_032018,4180,add_to_cart,2024-07-30 00:00:00,14,1933,0
EVT_032019,5145,add_to_cart,2024-12-02 01:58:33,8,2354,0
EVT_032020,6994,view,2024-08-30 00:00:00,12,2576,0
EVT_032021,4929,add_to_cart,2024-11-29 21:57:21,12,223,0
EVT_032022,8110,view,2024-12-25 21:15:19,8,1226,0
EVT_032023,3399,purchase,2024-12-06 00:00:00,6,171,289.45
EVT_032024,1890,click,2024-12-02 03:54:24,6,2344,0
EVT_032025,4129,add_to_cart,2024-12-25 00:00:00,6,2128,0
EVT_032026,243,purchase,2024-12-02 23:01:57,6,2630,342.95
EVT_032027,5159,click,2024-09-19 00:00:00,20,998,0
EVT_032028,2905,add_to_cart,2024-12-02 05:00:45,7,978,0
EVT_032029,8186,add_to_cart,2024-12-02 00:59:13,16,3077,0
EVT_032030,9337,click,2024-12-02 13:19:47,7,2174,0
EVT_032031,8011,view,2024-12-06 00:00:00,16,1375,0
EVT_032032,9837,add_to_cart,2024-10-11 00:00:00,17,2017,0
EVT_032033,9372,add_to_cart,2024-12-24 00:00:00,11,2124,0
EVT_032034,2153,add_to_cart,2024-12-31 06:07:49,19,3123,0
EVT_032035,7183,click,2024-12-31 19:20:47,18,1655,0
EVT_032036,3321,add_to_cart,2024-12-02 23:17:51,1,944,0
EVT_032037,6079,click,2024-12-02 08:28:52,9,2469,0
EVT_032038,781,view,2024-07-31 00:00:00,19,2599,0
EVT_032039,6778,purchase,2024-12-31 00:11:31,2,569,186.84
EVT_032040,240,click,2024-11-29 04:32:27,10,1975,0
EVT_032041,99,add_to_cart,2024-12-25 14:26:20,15,3117,0
EVT_032042,7091,purchase,2024-12-17 00:00:00,3,1843,436.88
EVT_032043,8863,add_to_cart,2024-11-29 22:08:00,9,3173,0
EVT_032044,2909,view,2024-05-21 00:00:00,15,583,0
EVT_032045,7860,view,2024-12-02 11:25:06,12,1171,0
EVT_032046,7644,click,2024-01-03 00:00:00,12,392,0
EVT_032047,7475,add_to_cart,2024-02-01 00:00:00,20,484,0
EVT_032048,1848,click,2024-11-29 16:47:43,18,1591,0
EVT_032049,8967,add_to_cart,2024-06-09 00:00:00,5,2615,0
EVT_032050,3451,click,2024-12-31 16:16:28,2,3062,0
EVT_032051,1231,view,2024-01-13 00:00:00,14,1883,0
EVT_032052,3845,purchase,2024-12-25 15:50:07,8,2282,345.32
EVT_032053,8318,add_to_cart,2024-11-29 01:56:24,4,1078,0
EVT_032054,540,purchase,2024-09-21 00:00:00,6,1085,398.68
EVT_032055,8651,click,2024-11-29 07:25:14,20,1517,0
EVT_032056,3036,view,2024-12-02 09:24:10,4,543,0
EVT_032057,1369,view,2024-06-22 00:00:00,12,409,0
EVT_032058,8084,purchase,2024-12-31 08:24:53,13,544,85.82
EVT_032059,6673,click,2024-12-31 01:13:23,2,1572,0
EVT_032060,742,click,2024-12-18 00:00:00,18,3167,0
EVT_032061,4961,add_to_cart,2024-12-31 02:05:35,7,2011,0
EVT_032062,2850,purchase,2024-10-13 00:00:00,17,199,272.83
EVT_032063,893,purchase,2024-12-31 02:43:44,2,1729,31.58
EVT_032064,2244,click,2024-12-02 23:20:17,12,2814,0
EVT_032065,6846,view,2024-12-25 20:33:04,17,2978,0
EVT_032066,910,click,2024-12-31 11:44:31,9,510,0
EVT_032067,8315,click,2024-12-09 00:00:00,4,834,0
EVT_032068,2224,purchase,2024-12-31 09:06:02,10,56,401.1
EVT_032069,8345,click,2024-12-31 11:23:14,14,1852,0
EVT_032070,3990,click,2024-09-22 00:00:00,16,897,0
EVT_032071,8084,add_to_cart,2024-01-28 00:00:00,3,3573,0
EVT_032072,5882,purchase,2024-11-29 23:18:49,11,2787,482.67
EVT_032073,2018,view,2024-12-02 05:01:21,15,3547,0
EVT_032074,9550,add_to_cart,2024-08-20 00:00:00,3,600,0
EVT_032075,2998,add_to_cart,2024-12-02 23:02:34,1,411,0
EVT_032076,6283,view,2024-11-29 16:53:52,18,768,0
EVT_032077,4505,add_to_cart,2024-07-17 00:00:00,6,2290,0
EVT_032078,582,purchase,2024-08-29 00:00:00,2,1455,347.49
EVT_032079,5666,purchase,2024-06-05 00:00:00,9,1853,154.23
EVT_032080,9755,purchase,2024-12-31 04:43:07,12,589,7.85
EVT_032081,4692,view,2024-12-02 21:40:19,14,941,0
EVT_032082,1241,click,2024-12-25 09:36:42,13,2963,0
EVT_032083,4902,view,2024-12-25 12:10:53,7,217,0
EVT_032084,3242,view,2024-12-02 20:16:52,13,1567,0
EVT_032085,7168,click,2024-12-25 00:44:51,9,720,0
EVT_032086,4512,view,2024-04-22 00:00:00,15,3160,0
EVT_032087,670,add_to_cart,2024-11-29 22:32:28,4,1233,0
EVT_032088,9838,view,2024-05-02 00:00:00,14,507,0
EVT_032089,8147,add_to_cart,2024-11-01 00:00:00,13,1641,0
EVT_032090,2490,click,2024-05-19 00:00:00,17,86,0
EVT_032091,5772,click,2024-11-29 10:44:23,15,516,0
EVT_032092,6220,view,2024-08-13 00:00:00,8,145,0
EVT_032093,9956,click,2024-12-25 11:19:33,8,1494,0
EVT_032094,4459,click,2024-06-20 00:00:00,1,1457,0
EVT_032095,428,click,2024-05-14 00:00:00,4,1917,0
EVT_032096,7749,view,2024-11-29 11:20:46,1,3357,0
EVT_032097,46,click,2024-12-31 00:37:19,17,3153,0
EVT_032098,8300,add_to_cart,2024-07-22 00:00:00,10,3235,0
EVT_032099,7001,click,2024-12-25 11:44:54,1,2682,0
EVT_032100,1792,click,2024-12-31 17:47:59,20,3189,0
EVT_032101,1924,view,2024-12-31 03:34:10,9,395,0
EVT_032102,4962,view,2024-01-09 00:00:00,11,1460,0
EVT_032103,5440,purchase,2024-11-29 02:10:14,1,2393,267.87
EVT_032104,8384,click,2024-12-26 00:00:00,1,2704,0
EVT_032105,8990,purchase,2024-12-31 00:49:27,10,2639,79.98
EVT_032106,336,add_to_cart,2024-05-10 00:00:00,9,2589,0
EVT_032107,8325,add_to_cart,2024-10-07 00:00:00,14,2281,0
EVT_032108,7076,add_to_cart,2024-03-27 00:00:00,18,1981,0
EVT_032109,6924,add_to_cart,2024-11-29 05:40:08,5,3526,0
EVT_032110,7979,purchase,2024-06-12 00:00:00,18,578,379.88
EVT_032111,9584,click,2024-12-25 19:24:31,18,1461,0
EVT_032112,3652,click,2024-12-25 11:29:26,11,824,0
EVT_032113,6901,view,2024-07-11 00:00:00,13,1607,0
EVT_032114,9169,add_to_cart,2024-12-25 19:03:37,11,271,0
EVT_032115,2504,click,2024-12-22 00:00:00,17,1027,0
EVT_032116,2865,purchase,2024-12-02 03:38:56,4,1902,131.47
EVT_032117,3176,add_to_cart,2024-11-29 03:13:55,20,3430,0
EVT_032118,9642,view,2024-11-29 15:22:26,11,800,0
EVT_032119,5248,purchase,2024-12-31 14:52:39,14,552,245.87
EVT_032120,5237,click,2024-06-05 00:00:00,9,2987,0
EVT_032121,60,view,2024-11-29 01:49:07,3,2104,0
EVT_032122,7417,add_to_cart,2024-11-26 00:00:00,20,1433,0
EVT_032123,1045,add_to_cart,2024-12-25 13:50:00,12,787,0
EVT_032124,2565,click,2024-02-09 00:00:00,19,2568,0
EVT_032125,2056,add_to_cart,2024-12-31 04:59:27,10,1266,0
EVT_032126,7200,add_to_cart,2024-11-27 00:00:00,20,2079,0
EVT_032127,4555,add_to_cart,2024-05-11 00:00:00,15,3296,0
EVT_032128,5243,add_to_cart,2024-11-29 07:29:40,12,1582,0
EVT_032129,1578,view,2024-12-02 05:16:37,2,1238,0
EVT_032130,4677,click,2024-12-25 01:51:12,10,1883,0
EVT_032131,4324,view,2024-12-02 16:19:31,8,2917,0
EVT_032132,2965,view,2024-04-06 00:00:00,9,3380,0
EVT_032133,204,click,2024-12-26 00:00:00,20,3214,0
EVT_032134,9073,add_to_cart,2024-12-25 04:28:28,16,2477,0
EVT_032135,7232,add_to_cart,2024-11-14 00:00:00,17,2230,0
EVT_032136,7056,view,2024-11-29 08:13:55,12,1518,0
EVT_032137,5948,add_to_cart,2024-12-25 14:35:51,7,2144,0
EVT_032138,4892,view,2024-04-16 00:00:00,17,890,0
EVT_032139,4350,purchase,2024-12-31 11:08:06,19,2840,457.34
EVT_032140,7396,view,2024-12-02 16:10:03,2,2028,0
EVT_032141,9468,purchase,2024-11-29 20:42:16,4,2215,111.45
EVT_032142,5621,click,2024-12-02 19:46:44,2,2772,0
EVT_032143,9491,view,2024-12-31 07:28:44,5,1249,0
EVT_032144,8333,purchase,2024-12-25 11:47:06,11,865,237.73
EVT_032145,7485,view,2024-12-26 00:00:00,5,1243,0
EVT_032146,4525,view,2024-12-02 07:53:09,19,652,0
EVT_032147,6344,click,2024-12-25 23:37:07,14,2139,0
EVT_032148,6076,purchase,2024-12-25 22:25:24,18,2493,239.88
EVT_032149,694,click,2024-12-31 23:12:38,14,2853,0
