fact_id,dimension_id,value,amount,created_date
FACT_041311,8,227,64.02,2025-03-20
FACT_041312,7,290,1963.98,2025-05-18
FACT_041313,7,675,4250.75,2025-03-06
FACT_041314,802,920,3730.99,2024-10-04
FACT_041315,100,518,4786.83,2024-09-28
FACT_041316,8,635,469.83,2024-11-19
FACT_041317,277,65,3171.4,2025-04-24
FACT_041318,9,393,1711.4,2024-11-06
FACT_041319,2,956,4671.4,2025-02-24
FACT_041320,3,1000,1333.94,2025-05-11
FACT_041321,9,783,954.42,2025-01-09
FACT_041322,416,700,3994.74,2025-03-14
FACT_041323,901,731,4091.34,2025-05-12
FACT_041324,10,18,997.62,2024-09-22
FACT_041325,2,158,3214.43,2025-08-11
FACT_041326,1,991,370.19,2024-10-02
FACT_041327,7,805,3055.99,2024-10-21
FACT_041328,10,300,454.55,2024-10-06
FACT_041329,1,893,156.51,2024-12-18
FACT_041330,8,35,3866.43,2025-02-07
FACT_041331,9,485,4271.12,2024-10-10
FACT_041332,980,964,65.32,2025-05-16
FACT_041333,8,559,769.0,2024-08-26
FACT_041334,948,719,3101.47,2025-07-06
FACT_041335,8,522,53.81,2024-09-30
FACT_041336,6,774,241.08,2025-01-07
FACT_041337,7,935,3281.13,2025-05-23
FACT_041338,5,846,91.05,2025-04-24
FACT_041339,594,913,2878.59,2025-02-20
FACT_041340,7,372,4183.95,2025-03-30
FACT_041341,3,950,2677.8,2024-11-04
FACT_041342,346,614,4047.67,2025-03-01
FACT_041343,853,594,1638.21,2024-11-18
FACT_041344,231,855,2568.0,2024-12-18
FACT_041345,6,928,4259.97,2024-12-06
FACT_041346,3,309,2699.11,2025-06-21
FACT_041347,7,769,4498.5,2025-02-22
FACT_041348,3,600,4070.61,2025-01-08
FACT_041349,95,614,3883.76,2025-01-22
FACT_041350,1,567,4375.25,2025-07-12
FACT_041351,887,403,243.49,2025-02-11
FACT_041352,5,612,1478.38,2024-09-13
FACT_041353,9,192,4951.71,2025-03-16
FACT_041354,10,933,273.11,2025-05-26
FACT_041355,417,988,2514.01,2024-10-21
FACT_041356,4,189,4713.75,2025-02-01
FACT_041357,262,177,1432.1,2025-01-10
FACT_041358,8,165,4997.46,2025-06-01
FACT_041359,1,948,2582.44,2025-03-21
FACT_041360,56,797,1592.96,2025-02-02
FACT_041361,613,478,1938.68,2025-04-06
FACT_041362,8,410,2454.44,2025-07-23
FACT_041363,561,748,1644.84,2025-05-29
FACT_041364,943,458,4311.04,2025-04-25
FACT_041365,410,773,552.55,2024-10-07
FACT_041366,350,108,2633.47,2025-07-12
FACT_041367,1,397,3240.38,2025-01-15
FACT_041368,2,279,2754.21,2025-04-17
FACT_041369,750,372,2800.27,2025-06-26
FACT_041370,10,192,4361.29,2025-06-01
FACT_041371,8,215,2698.53,2025-04-15
FACT_041372,8,626,1049.93,2024-10-15
FACT_041373,4,938,34.74,2025-03-08
FACT_041374,88,780,30.56,2024-10-01
FACT_041375,8,607,1024.45,2025-02-09
FACT_041376,3,670,4191.25,2024-09-24
FACT_041377,9,491,1519.1,2025-02-10
FACT_041378,212,119,3602.86,2024-10-03
FACT_041379,845,200,2965.14,2025-01-30
FACT_041380,10,147,4708.37,2024-08-27
FACT_041381,503,548,4406.31,2025-02-07
FACT_041382,3,774,3833.25,2025-04-09
FACT_041383,186,334,4393.48,2024-11-17
FACT_041384,270,951,799.18,2024-11-14
FACT_041385,649,177,4268.83,2025-01-01
FACT_041386,4,686,805.36,2024-10-24
FACT_041387,8,365,4818.62,2024-10-16
FACT_041388,725,467,1868.33,2024-10-13
FACT_041389,74,594,3027.17,2025-01-12
FACT_041390,532,63,1012.84,2024-09-18
FACT_041391,8,307,4636.6,2025-03-02
FACT_041392,740,774,2869.03,2025-05-13
FACT_041393,2,137,4184.91,2025-06-27
FACT_041394,380,922,4500.28,2025-04-24
FACT_041395,4,283,2251.15,2024-10-31
FACT_041396,887,471,3432.14,2025-08-02
FACT_041397,4,730,996.71,2025-04-17
FACT_041398,440,916,3536.83,2025-08-04
FACT_041399,8,753,1894.0,2025-03-31
FACT_041400,8,114,4813.75,2025-07-21
FACT_041401,7,714,2901.26,2024-11-04
FACT_041402,9,181,988.84,2025-05-08
FACT_041403,8,522,633.92,2024-09-29
FACT_041404,4,264,4969.47,2024-11-22
FACT_041405,3,516,2734.32,2024-11-16
FACT_041406,9,215,2364.75,2025-04-08
FACT_041407,6,697,3845.0,2025-03-15
FACT_041408,6,485,1172.76,2024-12-30
FACT_041409,7,217,1226.83,2024-12-14
FACT_041410,3,791,3307.52,2025-07-10
FACT_041411,7,596,35.98,2025-07-19
FACT_041412,10,977,3149.76,2024-09-09
FACT_041413,659,285,1304.42,2025-02-19
FACT_041414,3,831,816.64,2025-02-25
FACT_041415,10,143,587.47,2025-06-05
FACT_041416,1,59,4731.86,2024-08-26
FACT_041417,2,297,4815.34,2025-08-18
FACT_041418,331,606,3610.1,2025-01-02
FACT_041419,3,78,1924.08,2024-12-05
FACT_041420,4,214,303.74,2025-08-03
FACT_041421,7,776,3891.95,2025-06-01
FACT_041422,1,39,274.38,2024-12-24
FACT_041423,1,107,2786.35,2025-06-07
FACT_041424,8,539,3895.68,2025-05-30
FACT_041425,683,81,2595.35,2025-02-18
FACT_041426,697,42,4426.88,2025-06-05
FACT_041427,594,894,1027.13,2025-01-16
FACT_041428,1,463,2978.37,2024-12-28
FACT_041429,5,143,3514.76,2025-08-14
FACT_041430,6,284,1020.21,2025-01-28
FACT_041431,8,911,1901.63,2025-03-20
FACT_041432,10,826,4886.72,2025-04-02
FACT_041433,3,916,2555.44,2025-04-12
FACT_041434,4,643,2354.97,2025-02-16
FACT_041435,8,283,138.68,2024-12-20
FACT_041436,7,866,4052.05,2025-01-11
FACT_041437,9,468,3076.48,2025-05-20
FACT_041438,3,983,734.75,2025-05-18
FACT_041439,776,567,4400.58,2025-05-18
FACT_041440,9,164,3112.68,2025-07-02
FACT_041441,4,849,562.84,2024-11-11
FACT_041442,10,10,794.51,2025-05-07
FACT_041443,5,947,4762.13,2024-09-27
FACT_041444,5,475,1370.99,2025-01-17
FACT_041445,7,841,1882.97,2025-07-04
FACT_041446,3,610,4801.56,2025-06-06
FACT_041447,187,428,54.38,2025-02-06
FACT_041448,4,25,2104.91,2024-10-14
FACT_041449,905,916,1885.41,2024-11-02
FACT_041450,1,636,1118.42,2024-11-29
FACT_041451,205,271,2318.89,2025-02-22
FACT_041452,8,389,4015.73,2025-02-24
FACT_041453,2,711,515.72,2025-05-03
FACT_041454,4,256,3697.16,2025-05-30
FACT_041455,2,775,3136.11,2025-06-17
FACT_041456,805,887,4599.07,2025-03-27
FACT_041457,6,570,4170.02,2024-08-23
FACT_041458,615,442,3213.8,2025-04-09
FACT_041459,7,68,1011.53,2025-01-20
FACT_041460,3,79,1852.02,2024-12-24
FACT_041461,932,894,2592.98,2024-08-31
FACT_041462,8,87,1877.3,2025-01-14
FACT_041463,5,73,2623.39,2025-05-23
FACT_041464,8,487,2632.86,2025-05-22
FACT_041465,706,531,3880.28,2024-12-20
FACT_041466,8,63,2832.23,2024-10-14
FACT_041467,1,191,315.04,2024-11-17
FACT_041468,8,693,3047.51,2025-08-06
FACT_041469,265,47,3186.6,2024-12-15
FACT_041470,906,152,2906.81,2025-03-11
FACT_041471,5,579,4156.57,2025-02-12
FACT_041472,8,560,1596.5,2024-11-19
FACT_041473,995,68,3973.25,2024-12-27
FACT_041474,915,96,913.44,2025-06-24
FACT_041475,8,582,2077.88,2024-08-27
FACT_041476,10,125,1944.9,2024-11-16
FACT_041477,6,315,4493.32,2025-08-21
FACT_041478,1,387,544.0,2024-10-25
FACT_041479,8,72,1947.26,2024-11-02
FACT_041480,1,368,2951.21,2025-04-25
FACT_041481,769,54,3387.65,2025-07-12
FACT_041482,1,94,598.44,2025-03-31
FACT_041483,3,862,4924.4,2024-12-13
FACT_041484,8,787,1607.88,2025-04-30
FACT_041485,5,210,1140.47,2025-06-26
FACT_041486,968,35,3985.35,2024-09-20
FACT_041487,1,419,4315.35,2025-02-14
FACT_041488,2,49,3981.16,2024-09-11
FACT_041489,8,944,4167.45,2024-11-16
FACT_041490,169,262,394.46,2024-09-11
FACT_041491,1,189,4053.89,2024-09-21
FACT_041492,3,892,4918.94,2024-11-03
FACT_041493,960,830,3378.09,2024-12-22
FACT_041494,3,839,4959.76,2024-12-06
FACT_041495,874,190,4460.17,2024-08-31
FACT_041496,1,449,3947.84,2025-06-21
FACT_041497,9,730,4665.15,2025-07-29
FACT_041498,1,259,4107.45,2025-04-05
FACT_041499,2,48,1671.72,2025-08-12
FACT_041500,488,454,989.75,2025-08-05
FACT_041501,7,712,2117.99,2025-06-21
FACT_041502,7,880,3136.53,2025-04-16
FACT_041503,849,649,41.22,2024-09-06
FACT_041504,2,241,3788.61,2025-02-18
FACT_041505,6,169,159.82,2024-12-10
FACT_041506,8,628,2946.55,2025-06-30
FACT_041507,273,137,1421.44,2024-12-21
FACT_041508,7,755,4819.01,2025-08-18
FACT_041509,694,118,2085.09,2025-05-18
FACT_041510,452,539,911.06,2025-07-07
FACT_041511,6,760,2448.81,2025-08-16
FACT_041512,960,974,4324.68,2025-02-03
FACT_041513,6,91,3825.93,2025-07-24
FACT_041514,8,961,4952.05,2025-02-23
FACT_041515,8,870,3382.31,2025-06-19
FACT_041516,878,866,2711.47,2025-01-14
FACT_041517,9,421,1913.47,2025-04-29
FACT_041518,7,631,2049.01,2025-06-14
FACT_041519,686,827,1292.48,2024-11-01
FACT_041520,202,169,2123.65,2025-08-18
FACT_041521,612,980,2675.23,2025-07-21
FACT_041522,7,878,2174.18,2025-04-16
FACT_041523,2,988,4922.0,2025-01-01
FACT_041524,58,133,406.86,2024-12-18
FACT_041525,9,401,3067.14,2024-11-26
FACT_041526,10,859,4958.63,2024-11-19
FACT_041527,1,158,1188.73,2024-10-05
FACT_041528,2,578,1444.94,2025-06-26
FACT_041529,1,309,3201.77,2025-04-07
FACT_041530,5,137,1771.26,2024-12-26
FACT_041531,853,117,2299.93,2025-08-06
FACT_041532,732,832,4969.32,2024-10-31
FACT_041533,2,275,4005.88,2025-04-07
FACT_041534,245,432,4252.48,2025-01-26
FACT_041535,2,646,4856.67,2024-09-07
FACT_041536,7,648,1626.54,2025-04-10
FACT_041537,10,528,3604.56,2025-08-18
FACT_041538,10,519,4730.48,2025-07-15
FACT_041539,1,834,737.47,2024-10-18
FACT_041540,399,595,491.54,2025-01-14
FACT_041541,870,545,1288.73,2025-06-13
FACT_041542,1,553,2287.92,2025-06-27
FACT_041543,810,465,2610.19,2024-11-21
FACT_041544,4,239,1758.75,2024-12-13
FACT_041545,6,741,1122.89,2025-05-24
FACT_041546,457,171,1084.06,2024-11-28
FACT_041547,323,874,1684.29,2024-12-23
FACT_041548,7,654,815.92,2025-02-21
FACT_041549,776,674,1550.91,2025-03-06
FACT_041550,542,487,951.03,2025-05-18
FACT_041551,98,961,2350.93,2025-05-03
FACT_041552,154,101,260.7,2024-10-26
FACT_041553,3,933,3353.44,2024-11-10
FACT_041554,5,210,1431.39,2025-06-14
FACT_041555,509,226,2510.63,2024-12-16
FACT_041556,1,305,4810.34,2024-12-07
FACT_041557,193,218,1006.8,2025-06-22
FACT_041558,174,513,2944.3,2024-12-22
FACT_041559,2,30,2716.33,2025-04-28
FACT_041560,8,724,4582.42,2025-07-08
FACT_041561,10,780,3749.47,2025-04-19
FACT_041562,9,98,857.71,2025-02-02
FACT_041563,6,376,942.44,2025-04-15
FACT_041564,58,416,3221.83,2024-09-04
FACT_041565,1,596,337.41,2025-02-02
FACT_041566,4,394,4045.16,2025-02-22
FACT_041567,653,451,2795.34,2025-02-07
FACT_041568,5,446,1361.4,2025-08-20
FACT_041569,845,440,4140.8,2025-05-02
FACT_041570,1,504,3186.9,2025-06-06
FACT_041571,8,9,2167.91,2025-02-11
FACT_041572,10,294,1156.19,2025-03-12
FACT_041573,5,427,3435.64,2025-05-25
FACT_041574,9,34,3416.13,2025-05-27
FACT_041575,3,640,4300.49,2025-05-21
FACT_041576,544,692,4013.32,2024-09-12
FACT_041577,961,113,2857.88,2025-08-19
FACT_041578,10,507,1415.44,2024-08-23
FACT_041579,2,752,2715.19,2024-12-12
FACT_041580,6,336,1494.66,2025-05-05
FACT_041581,9,632,674.2,2025-05-09
FACT_041582,7,993,1120.48,2025-04-17
FACT_041583,8,68,2220.49,2024-11-16
FACT_041584,1,710,3836.95,2024-11-05
FACT_041585,4,810,1042.7,2025-01-26
FACT_041586,8,509,4682.62,2025-03-10
FACT_041587,10,725,2172.1,2025-06-30
FACT_041588,774,837,514.68,2025-06-01
FACT_041589,615,609,1074.98,2024-11-17
FACT_041590,419,247,3153.39,2024-09-09
FACT_041591,740,737,254.97,2025-06-02
FACT_041592,8,695,1646.45,2025-03-26
FACT_041593,7,576,3274.48,2025-04-09
FACT_041594,7,783,2039.23,2025-02-22
FACT_041595,3,716,2283.0,2025-06-14
FACT_041596,4,328,1700.32,2024-12-05
FACT_041597,7,343,3278.56,2025-06-13
FACT_041598,1,977,1815.23,2024-08-30
FACT_041599,10,596,3139.72,2025-04-19
FACT_041600,10,419,260.41,2025-01-26
FACT_041601,4,723,1123.99,2024-08-25
FACT_041602,7,663,3033.69,2025-01-06
FACT_041603,2,329,4909.34,2025-04-07
FACT_041604,9,488,610.97,2024-12-14
FACT_041605,61,255,776.86,2025-02-26
FACT_041606,7,53,1073.24,2024-12-23
FACT_041607,2,368,3507.49,2025-06-26
FACT_041608,5,276,2203.08,2024-11-07
FACT_041609,313,743,3415.43,2025-03-18
FACT_041610,9,272,1141.95,2024-09-21
FACT_041611,10,456,3121.89,2025-04-24
FACT_041612,2,53,1771.21,2025-03-07
FACT_041613,7,961,1017.23,2024-10-18
FACT_041614,5,511,4799.65,2025-01-15
FACT_041615,8,131,3514.38,2024-11-16
FACT_041616,624,442,2072.55,2025-03-20
FACT_041617,3,842,974.37,2025-04-21
FACT_041618,6,739,3231.98,2024-10-05
FACT_041619,49,961,1784.56,2024-11-08
FACT_041620,2,413,3889.43,2025-05-28
FACT_041621,2,786,2102.75,2025-02-14
FACT_041622,3,840,1625.88,2024-09-29
FACT_041623,5,600,1576.61,2025-06-09
FACT_041624,973,580,1948.62,2024-09-22
FACT_041625,337,709,670.17,2025-03-30
FACT_041626,759,858,3540.72,2024-08-26
FACT_041627,6,48,3469.42,2025-03-24
FACT_041628,326,950,4298.88,2025-03-28
FACT_041629,4,306,1799.12,2025-04-28
FACT_041630,2,766,4801.64,2024-11-25
FACT_041631,6,821,1244.84,2025-06-17
FACT_041632,10,285,4127.02,2025-07-15
FACT_041633,9,768,1923.78,2025-04-11
FACT_041634,7,804,770.52,2025-02-10
FACT_041635,18,779,4686.09,2025-04-16
FACT_041636,10,859,977.59,2025-08-20
FACT_041637,9,988,3972.16,2025-01-13
FACT_041638,440,134,3535.21,2025-04-03
FACT_041639,844,620,1535.6,2025-06-26
FACT_041640,6,367,2243.08,2024-12-04
FACT_041641,26,221,4676.99,2024-09-04
FACT_041642,307,314,3560.33,2025-05-22
FACT_041643,6,786,3896.36,2024-10-03
FACT_041644,10,946,879.45,2024-10-18
FACT_041645,10,656,1110.19,2024-12-18
FACT_041646,4,929,4503.18,2024-12-15
FACT_041647,9,25,3268.31,2025-07-30
FACT_041648,1,84,4783.18,2024-10-22
FACT_041649,747,822,4156.6,2025-05-10
FACT_041650,7,446,3214.9,2025-06-09
FACT_041651,385,536,523.53,2025-07-05
FACT_041652,6,584,1883.87,2025-01-07
FACT_041653,9,814,1412.22,2025-07-27
FACT_041654,2,818,1357.6,2024-12-06
FACT_041655,7,145,1707.18,2024-11-02
FACT_041656,387,224,2693.38,2025-07-22
FACT_041657,5,47,4021.66,2024-09-30
FACT_041658,2,856,3020.12,2025-02-17
FACT_041659,1,326,3725.88,2025-07-04
FACT_041660,119,473,842.92,2024-12-21
FACT_041661,7,897,75.75,2025-07-26
FACT_041662,473,509,4140.62,2024-09-09
FACT_041663,5,225,2510.78,2025-06-04
FACT_041664,5,223,1027.3,2024-10-06
FACT_041665,4,834,1537.27,2024-09-04
FACT_041666,36,850,1691.53,2025-04-17
FACT_041667,9,621,841.6,2025-02-12
FACT_041668,5,999,2174.29,2024-10-05
FACT_041669,1,282,2898.79,2024-11-23
FACT_041670,3,428,4913.24,2025-05-22
FACT_041671,1,901,2864.48,2025-04-14
FACT_041672,3,417,3805.22,2024-10-21
FACT_041673,6,356,2358.35,2024-10-15
FACT_041674,2,846,2496.58,2025-07-17
FACT_041675,417,102,1453.17,2024-10-20
FACT_041676,4,44,1849.27,2024-11-03
FACT_041677,9,594,3799.7,2025-05-02
FACT_041678,597,74,1437.73,2025-08-03
FACT_041679,4,228,1459.86,2025-05-24
FACT_041680,684,135,3058.5,2025-04-11
FACT_041681,1,933,1766.9,2024-09-18
FACT_041682,306,701,4958.41,2025-04-29
FACT_041683,801,862,4563.51,2025-01-08
FACT_041684,1,950,2052.88,2025-04-26
FACT_041685,6,486,2237.84,2025-02-09
FACT_041686,190,677,2768.73,2025-03-21
FACT_041687,652,663,821.22,2025-06-18
FACT_041688,6,467,1421.21,2024-10-26
FACT_041689,3,867,2245.15,2025-02-20
FACT_041690,7,500,4677.58,2025-07-02
FACT_041691,2,824,4427.57,2024-09-27
FACT_041692,6,134,1892.24,2025-05-11
FACT_041693,7,124,179.28,2024-12-21
FACT_041694,4,332,2774.33,2025-02-28
FACT_041695,6,308,1930.43,2025-03-21
FACT_041696,129,782,2515.11,2024-10-30
FACT_041697,7,503,969.8,2025-08-16
FACT_041698,791,191,4964.28,2025-02-07
FACT_041699,4,593,604.93,2025-04-14
FACT_041700,108,591,3939.77,2025-06-08
FACT_041701,909,418,780.9,2024-08-30
FACT_041702,7,433,701.45,2024-12-17
FACT_041703,4,168,3706.1,2024-11-29
FACT_041704,5,143,2380.71,2024-11-14
FACT_041705,4,808,2089.59,2024-09-19
FACT_041706,831,326,2452.53,2025-02-12
FACT_041707,10,699,2537.32,2024-10-05
FACT_041708,3,509,52.49,2025-06-28
FACT_041709,534,383,258.03,2025-01-05
FACT_041710,747,854,3197.61,2025-06-04
FACT_041711,864,232,362.34,2025-03-26
FACT_041712,6,989,1392.74,2025-01-28
FACT_041713,3,139,2343.58,2024-11-14
FACT_041714,153,669,4519.95,2025-04-17
FACT_041715,844,169,4354.52,2025-07-17
FACT_041716,10,207,4702.94,2024-11-28
FACT_041717,1,618,4887.49,2024-11-01
FACT_041718,7,202,4070.79,2024-12-31
FACT_041719,1,816,4910.73,2025-08-12
FACT_041720,922,536,2366.98,2025-02-04
FACT_041721,3,473,3953.25,2024-11-17
FACT_041722,515,635,1731.68,2025-02-01
FACT_041723,609,897,3826.77,2025-03-21
FACT_041724,7,719,3522.32,2024-11-15
FACT_041725,1,622,2624.0,2025-02-11
FACT_041726,10,165,2776.25,2025-04-09
FACT_041727,7,967,1654.96,2024-10-18
FACT_041728,3,704,3660.92,2024-09-13
FACT_041729,1,503,3664.46,2024-11-29
FACT_041730,481,706,1185.47,2025-05-28
FACT_041731,588,982,2054.34,2024-11-23
FACT_041732,3,296,3367.09,2025-05-14
FACT_041733,865,575,1936.59,2024-12-07
FACT_041734,780,201,1724.55,2024-12-31
FACT_041735,1,765,1540.69,2024-11-18
FACT_041736,8,948,1658.62,2025-04-06
FACT_041737,20,692,1920.77,2024-11-13
FACT_041738,7,385,3568.58,2025-06-17
FACT_041739,2,552,3711.18,2025-02-02
FACT_041740,650,299,921.43,2024-10-07
FACT_041741,633,392,931.31,2024-09-04
FACT_041742,2,910,1379.59,2024-12-11
FACT_041743,964,447,1429.77,2024-10-26
FACT_041744,4,188,2322.82,2025-05-02
FACT_041745,2,829,2373.58,2025-03-07
FACT_041746,9,488,1130.75,2024-08-24
FACT_041747,206,158,1214.02,2025-03-16
FACT_041748,680,994,1562.14,2024-09-19
FACT_041749,170,808,3383.69,2025-06-05
FACT_041750,241,731,761.35,2024-11-25
FACT_041751,7,481,424.64,2025-07-12
FACT_041752,329,494,4844.92,2025-07-18
FACT_041753,10,720,3036.88,2025-07-03
FACT_041754,439,508,1795.38,2025-01-31
FACT_041755,839,425,2036.35,2025-08-02
FACT_041756,9,693,607.01,2025-05-16
FACT_041757,2,131,4781.61,2025-04-30
FACT_041758,338,604,818.39,2024-12-08
FACT_041759,465,536,306.02,2024-12-21
FACT_041760,10,765,29.17,2025-01-21
FACT_041761,2,524,3538.35,2024-10-18
FACT_041762,4,855,1368.4,2024-09-06
FACT_041763,10,38,1093.29,2025-02-23
FACT_041764,4,885,3557.72,2025-06-10
FACT_041765,2,539,859.31,2025-06-07
FACT_041766,390,44,4042.27,2024-08-27
FACT_041767,473,589,1909.98,2025-07-05
FACT_041768,7,424,3778.3,2025-06-09
FACT_041769,10,624,1352.78,2025-05-24
FACT_041770,7,837,4071.88,2025-08-15
FACT_041771,3,980,1328.77,2024-11-23
FACT_041772,8,831,3798.48,2024-10-28
FACT_041773,4,222,2974.85,2025-02-13
FACT_041774,10,68,615.92,2025-05-15
FACT_041775,4,526,1572.98,2025-01-08
FACT_041776,3,17,4899.04,2025-06-06
FACT_041777,4,346,1667.92,2025-02-05
FACT_041778,8,763,1832.08,2025-02-18
FACT_041779,9,833,2847.89,2025-07-18
FACT_041780,7,349,2400.2,2025-01-10
FACT_041781,7,71,2426.18,2024-11-23
FACT_041782,2,584,167.84,2025-06-13
FACT_041783,2,14,1172.58,2025-01-05
FACT_041784,7,114,4407.51,2025-05-18
FACT_041785,9,74,2770.2,2025-06-08
FACT_041786,7,228,2424.37,2024-08-25
FACT_041787,941,772,498.02,2025-07-12
FACT_041788,418,373,286.88,2025-06-24
FACT_041789,4,952,1099.31,2025-05-30
FACT_041790,2,781,3616.66,2024-10-14
FACT_041791,10,750,1195.47,2024-12-04
FACT_041792,2,400,3995.86,2025-07-29
FACT_041793,4,652,2543.37,2024-09-23
FACT_041794,7,144,364.61,2025-03-02
FACT_041795,6,192,3634.99,2024-12-01
FACT_041796,9,652,4426.84,2025-01-18
FACT_041797,10,819,1388.97,2024-10-13
FACT_041798,2,286,3442.04,2024-10-31
FACT_041799,3,961,2569.65,2025-06-14
FACT_041800,7,878,1951.44,2025-04-29
FACT_041801,260,612,3793.63,2025-05-31
FACT_041802,775,855,3884.24,2025-06-30
FACT_041803,4,632,441.36,2025-02-08
FACT_041804,8,403,2520.52,2025-01-15
FACT_041805,6,678,3271.81,2024-11-04
FACT_041806,1,30,3824.3,2024-12-22
FACT_041807,9,953,2302.56,2024-12-06
FACT_041808,898,744,2924.68,2025-05-05
FACT_041809,551,533,3991.05,2024-09-08
FACT_041810,1,480,3342.15,2025-02-12
FACT_041811,625,460,3024.19,2025-05-18
FACT_041812,329,921,2579.13,2024-12-17
FACT_041813,2,584,4079.49,2024-12-17
FACT_041814,7,815,1045.55,2025-04-25
FACT_041815,10,149,2512.82,2025-08-21
FACT_041816,8,256,245.37,2025-04-01
FACT_041817,2,488,2728.4,2024-12-31
FACT_041818,439,817,1127.19,2025-06-24
FACT_041819,51,661,3174.86,2025-02-26
FACT_041820,8,553,4528.1,2025-07-24
FACT_041821,6,524,4846.17,2025-05-02
FACT_041822,4,222,4013.06,2025-04-22
FACT_041823,6,419,412.39,2024-10-01
FACT_041824,8,192,1477.92,2025-01-22
FACT_041825,4,81,2177.46,2025-04-12
FACT_041826,4,298,150.96,2025-05-17
FACT_041827,3,963,2348.15,2025-02-06
FACT_041828,504,902,3658.33,2025-02-01
FACT_041829,10,403,3178.3,2025-05-12
FACT_041830,727,115,4483.45,2025-02-22
FACT_041831,757,898,4013.51,2025-07-18
FACT_041832,7,130,2465.9,2024-11-16
FACT_041833,3,256,2306.38,2025-01-16
FACT_041834,265,730,58.1,2024-09-27
FACT_041835,4,163,214.17,2025-06-15
FACT_041836,6,159,1161.43,2025-03-17
FACT_041837,4,774,3610.95,2024-09-18
FACT_041838,5,516,2005.78,2024-09-30
FACT_041839,343,427,4116.65,2025-01-30
FACT_041840,10,934,4902.94,2025-04-22
FACT_041841,461,770,1113.8,2025-02-02
FACT_041842,1,78,38.43,2025-04-29
FACT_041843,2,260,4287.92,2025-02-22
FACT_041844,6,101,2598.51,2024-11-09
FACT_041845,6,663,508.19,2024-10-28
FACT_041846,2,359,2175.1,2024-08-24
FACT_041847,104,602,3987.89,2024-12-03
FACT_041848,10,302,2522.77,2025-08-17
FACT_041849,317,112,3199.97,2025-02-16
FACT_041850,7,182,2035.73,2024-09-17
FACT_041851,10,708,4984.2,2024-12-15
FACT_041852,958,454,3679.49,2025-08-05
FACT_041853,7,277,4244.19,2025-08-21
FACT_041854,6,12,660.45,2024-12-17
FACT_041855,7,700,3441.56,2024-09-22
FACT_041856,6,280,58.81,2024-11-20
FACT_041857,1,132,4088.42,2025-03-27
FACT_041858,710,238,4414.59,2025-02-23
FACT_041859,7,711,1265.94,2024-12-24
FACT_041860,5,107,2431.24,2024-10-20
FACT_041861,8,631,1414.62,2025-05-06
FACT_041862,812,465,4225.63,2024-08-23
FACT_041863,1,141,4230.07,2024-11-24
FACT_041864,3,623,850.53,2025-06-15
FACT_041865,7,137,2193.07,2024-11-28
FACT_041866,5,765,3910.78,2024-09-26
FACT_041867,4,517,3365.44,2024-11-07
FACT_041868,549,914,323.83,2025-05-03
FACT_041869,8,322,2195.08,2024-09-14
FACT_041870,2,485,3836.26,2025-03-06
FACT_041871,4,285,4227.94,2024-10-12
FACT_041872,5,666,1851.29,2024-11-03
FACT_041873,8,166,4999.13,2025-07-05
FACT_041874,9,693,42.74,2024-09-28
FACT_041875,6,696,4266.65,2024-09-22
FACT_041876,3,627,3567.98,2025-03-18
FACT_041877,215,610,3009.56,2024-12-18
FACT_041878,10,6,994.13,2024-12-27
FACT_041879,5,707,4420.13,2025-06-11
FACT_041880,5,781,4709.81,2024-12-10
FACT_041881,9,294,4532.24,2024-11-10
FACT_041882,370,858,2405.68,2025-04-08
FACT_041883,8,260,1802.02,2024-09-30
FACT_041884,7,532,4927.1,2025-01-30
FACT_041885,5,475,157.06,2024-11-02
FACT_041886,1,948,4368.39,2025-06-17
FACT_041887,9,634,4906.39,2025-08-06
FACT_041888,9,578,1854.6,2025-04-04
FACT_041889,93,174,916.91,2025-07-08
FACT_041890,9,619,3549.75,2025-03-24
FACT_041891,6,139,4488.88,2025-08-05
FACT_041892,4,253,455.83,2025-06-16
FACT_041893,91,990,409.2,2025-01-16
FACT_041894,7,678,807.7,2024-12-13
FACT_041895,2,554,511.27,2025-02-23
FACT_041896,5,765,4699.73,2025-07-03
FACT_041897,6,807,3987.08,2024-09-26
FACT_041898,5,789,2002.34,2025-04-13
FACT_041899,9,679,3012.65,2025-05-25
FACT_041900,197,77,160.14,2024-10-24
FACT_041901,5,794,692.25,2024-10-25
FACT_041902,5,42,4194.68,2025-05-14
FACT_041903,799,891,3664.91,2024-12-23
FACT_041904,1,275,2503.43,2025-03-02
FACT_041905,10,507,2463.46,2024-10-24
FACT_041906,2,137,1239.29,2024-10-18
FACT_041907,2,74,2457.32,2025-03-31
FACT_041908,1,886,2118.9,2024-12-28
FACT_041909,7,999,3269.42,2025-01-02
FACT_041910,1,721,980.45,2025-06-20
FACT_041911,7,530,3014.82,2025-02-26
FACT_041912,25,361,2713.99,2025-03-05
FACT_041913,6,781,2939.19,2024-11-27
FACT_041914,910,37,1578.42,2025-06-21
FACT_041915,2,627,4193.58,2024-11-09
FACT_041916,6,602,1182.31,2024-12-25
FACT_041917,4,636,3838.44,2025-05-11
FACT_041918,2,257,829.89,2025-02-27
FACT_041919,1,960,1935.95,2025-06-17
FACT_041920,658,847,1381.84,2024-11-12
FACT_041921,2,671,4755.58,2025-04-03
FACT_041922,516,567,1314.83,2025-05-22
